property_id,city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,garage,basement,sale_year,sale_price
1130,11,15,3,3,2,1932,9165.0,1995,1,1,2023,729000
1131,11,15,3,3,2,1171,7072.0,1956,1,1,2022,444000
1132,12,49,3,3,2,1582,9106.0,1972,1,1,2023,612000
1134,23,11,1,2,2,543,6257.154658221167,2006,1,0,2022,238000
1135,9,2,3,5,3,1488,8063.0,2004,1,0,2023,520000
1136,15,69,2,5,3,1964,4077.0,1980,0,1,2022,758000
1137,11,52,4,3,2,1259,3689.0,1987,0,0,2024,468000
1138,4,55,4,4,2,1289,2353.0,1996,1,0,2021,345000
1139,26,33,3,5,3,1599,7103.0,1982,1,1,2023,413000
1141,14,54,3,2,2,1799,5706.0,2022,1,1,2023,468000
1142,17,59,1,2,1,894,6257.154658221167,1997,0,0,2025,408000
1144,12,20,3,4,3,1168,6916.0,1990,1,1,2025,809000
1145,15,68,3,2,1,1185,5015.0,1965,1,1,2021,421000
1146,24,11,2,4,3,1365,5573.0,1983,1,1,2025,468000
1147,28,62,1,1,2,792,6257.154658221167,1988,0,0,2025,349000
1149,15,66,3,2,4,1419,4633.0,1956,1,1,2022,508000
1150,18,42,0,3,2,960,5447.0,1983,1,1,2025,603000
1151,4,56,3,3,4,987,4153.0,1972,1,1,2025,550000
1153,16,71,2,6,3,1304,3642.0,2010,1,1,2025,657000
1155,12,67,4,3,2,1068,1656.0,2022,1,0,2025,549000
1156,27,26,3,4,3,1846,5839.0,1999,0,0,2022,645000
1157,6,11,3,2,3,1635,5452.0,1966,0,0,2024,364000
1158,28,62,3,3,2,1649,8350.0,1962,1,1,2023,427000
1159,17,12,3,6,3,1189,5399.0,1976,1,1,2022,319000
1160,24,11,1,2,1,732,6257.154658221167,2002,1,0,2022,249000
1161,26,18,3,4,2,1203,5721.0,2022,0,0,2025,461000
1162,2,6,1,2,1,709,6257.154658221167,1995,0,0,2021,287000
1164,12,20,4,3,2,1085,3902.0,2020,1,0,2024,436000
1165,15,29,3,5,2,1409,8502.0,1952,0,1,2021,369000
1166,26,33,3,3,3,1040,4703.0,1956,1,0,2021,223000
1167,12,31,1,2,1,761,6257.154658221167,2016,1,0,2023,447000
1168,8,11,1,2,2,769,6257.154658221167,2004,1,0,2023,244000
1169,6,11,1,2,2,828,6257.154658221167,2009,1,0,2022,289000
1170,14,54,3,5,3,1654,6700.0,2021,1,0,2022,473000
1171,15,40,3,4,3,1666,8579.0,1961,0,1,2022,480000
1172,13,51,2,4,3,2043,3660.0,1979,1,1,2024,412000
1173,15,29,4,4,1,1109,3130.0,1931,1,1,2025,420000
1175,28,10,1,2,1,731,6257.154658221167,1999,1,0,2023,287000
1176,12,49,3,4,2,1048,9044.0,1957,1,1,2024,539000
1177,15,38,1,2,2,932,6257.154658221167,1955,0,0,2023,390000
1178,28,62,4,3,2,896,2595.0,1960,1,1,2022,239000
1179,2,6,1,2,1,752,6257.154658221167,1961,1,0,2024,352000
1181,2,6,2,4,2,1865,3997.0,1976,1,1,2021,418000
1182,11,17,2,4,4,2150,4891.0,1963,0,1,2023,703000
1184,23,23,1,1,2,847,6257.154658221167,1995,0,0,2021,250000
1185,9,8,3,4,2,2055,7701.0,2004,0,1,2025,834000
1187,15,0,4,4,3,1274,2331.0,2010,1,0,2025,501000
1188,24,5,1,2,2,757,6257.154658221167,1987,0,0,2024,352000
1189,2,6,1,2,2,633,6257.154658221167,2022,0,0,2024,291000
1190,25,58,3,5,2,1570,5172.0,2009,1,0,2025,273000
1191,15,38,1,1,1,798,6257.154658221167,1983,1,0,2022,330000
1192,14,54,1,3,2,587,6257.154658221167,1968,0,0,2021,242000
1193,9,22,3,3,2,1178,5613.0,2011,0,0,2024,542000
1194,27,26,3,2,3,1182,5905.0,2015,1,1,2023,523000
1195,11,52,3,5,2,2108,5660.0,1969,0,1,2024,743000
1196,5,9,3,4,2,1499,8347.0,1990,1,1,2023,597000
1198,9,8,3,4,3,1354,3652.0,2009,1,1,2024,601000
1200,11,70,1,2,1,806,6257.154658221167,2011,1,0,2021,403000
1201,15,50,3,3,2,923,7929.0,1966,1,0,2022,455000
1203,12,49,1,2,2,704,6257.154658221167,2022,0,0,2025,496000
1204,9,2,3,4,4,1435,5058.0,1980,0,1,2022,469000
1205,28,62,4,3,2,1237,3056.0,1995,1,1,2024,276000
1206,9,2,1,2,1,822,6257.154658221167,1998,0,0,2024,452000
1207,11,52,4,4,2,1290,2862.0,1955,1,1,2024,445000
1209,4,60,3,5,4,1136,5423.0,2018,1,1,2023,458000
1211,17,34,5,7,4,2521,4863.0,2010,1,1,2022,675000
1212,15,36,1,2,1,643,6257.154658221167,1983,0,0,2024,342000
1214,9,22,4,3,2,868,3037.0,1955,1,1,2023,297000
1215,19,43,3,3,3,1029,8398.0,2016,1,1,2025,281000
1216,17,4,4,2,2,867,3674.0,1914,1,1,2023,212000
1218,26,44,3,3,3,1363,6401.0,1990,1,1,2024,497000
1219,4,55,1,3,2,860,6257.154658221167,1982,0,0,2024,553000
1222,15,66,1,3,2,826,6257.154658221167,2020,0,0,2021,387000
1223,4,56,3,5,2,1844,8767.0,2014,1,0,2024,746000
1224,1,3,1,2,2,612,6257.154658221167,2017,1,0,2022,121000
1225,5,9,3,5,2,1663,8254.0,1971,1,1,2022,500000
1226,3,7,5,5,4,1923,3576.0,1987,1,1,2025,855000
1227,21,25,3,5,3,2054,6331.0,2000,1,1,2025,450000
1228,12,31,4,2,3,1260,2342.0,1959,0,1,2025,500000
1229,1,3,2,4,3,1819,3499.0,1984,1,0,2022,177000
1230,9,19,1,2,1,681,6257.154658221167,1958,1,0,2023,338000
1231,4,55,0,4,2,1065,5610.0,2001,1,1,2025,589000
1232,12,20,3,3,2,1584,8950.0,2019,1,1,2025,834000
1233,15,27,4,2,2,956,2186.0,1943,1,1,2021,280000
1234,9,8,4,3,1,1011,2422.0,1963,0,1,2022,354000
1235,15,0,3,3,2,1132,5584.0,1957,1,1,2024,517000
1236,15,21,3,4,3,1398,7214.0,1984,1,1,2022,538000
1237,28,62,2,5,3,1663,4993.0,1961,1,1,2021,272000
1239,17,53,3,4,3,1482,6045.0,1959,0,1,2024,453000
1240,17,65,1,2,1,565,6257.154658221167,2012,1,0,2024,236000
1241,15,37,3,4,2,1456,6883.0,2003,0,1,2024,556000
1243,2,6,4,2,2,1028,3683.0,1964,1,1,2024,340000
1245,14,54,3,2,3,1817,8085.0,1972,1,1,2025,578000
1246,17,63,3,5,4,1290,6709.0,1947,1,1,2024,382000
1247,10,11,5,7,4,2357,4074.0,1980,1,0,2024,754000
1248,6,11,3,3,3,1383,6949.0,1963,0,0,2025,423000
1252,15,38,1,2,2,772,6257.154658221167,1955,0,0,2023,349000
1253,3,7,2,5,2,1306,5088.0,2022,1,1,2025,664000
1254,15,45,2,5,3,2043,3415.0,1946,1,1,2023,552000
1255,9,8,3,4,4,1507,7764.0,1971,0,1,2024,579000
1256,15,21,0,2,2,1067,4956.0,2016,1,1,2024,559000
1257,27,26,3,5,3,1498,3225.0,1969,1,1,2022,529000
1258,22,11,1,2,2,683,6257.154658221167,1968,0,0,2021,347000
1260,9,19,3,4,3,1673,9167.0,2019,1,0,2022,621000
1262,4,56,3,3,2,1303,4980.0,1964,0,1,2023,540000
1263,15,68,1,2,2,746,6257.154658221167,1996,0,0,2022,361000
1264,17,53,3,4,3,1457,8569.0,1980,1,1,2024,414000
1266,15,39,3,3,3,993,6955.0,1968,0,1,2023,450000
1268,15,36,3,2,3,1200,4427.0,1924,0,1,2022,333000
1269,24,5,3,3,3,1655,8668.0,1974,1,1,2024,454000
1270,3,7,1,2,2,714,6257.154658221167,2010,1,0,2025,460000
1271,6,11,3,3,2,1729,4083.0,1966,1,1,2025,519000
1272,25,58,1,2,1,658,6257.154658221167,1968,0,0,2021,128000
1274,27,26,3,6,3,1278,9038.0,1985,1,1,2024,763000
1275,17,59,3,6,3,859,6029.0,2009,0,1,2024,327000
1276,24,5,2,3,3,2014,6557.0,2000,1,1,2023,416000
1278,4,55,3,6,3,1425,5244.0,1959,0,0,2025,668000
1279,2,6,2,4,3,1314,3236.0,1971,1,1,2024,485000
1280,12,31,3,2,3,1647,6703.0,1977,1,1,2022,544000
1281,11,15,3,4,2,1221,6175.0,1982,1,1,2025,625000
1283,18,30,1,1,1,651,6257.154658221167,1994,1,0,2023,372000
1284,12,20,3,2,1,1724,7016.0,1959,1,1,2022,540000
1285,26,44,2,3,3,1924,4334.0,1978,1,1,2025,463000
1286,8,48,3,4,2,1621,5780.0,2012,1,0,2024,374000
1287,4,57,4,3,2,1052,3190.0,1989,1,0,2021,326000
1288,6,11,1,2,1,833,6257.154658221167,1969,1,0,2022,224000
1289,9,8,4,3,2,971,2992.0,1956,1,1,2025,384000
1290,4,56,4,4,1,1149,3092.0,2019,0,1,2021,367000
1292,18,42,3,3,1,2108,4906.0,1955,1,1,2024,658000
1295,15,37,1,1,1,1000,6257.154658221167,1927,1,0,2023,320000
1298,13,35,3,6,2,1663,6026.0,1956,0,1,2024,463000
1299,23,23,3,5,1,1504,9330.0,2023,0,1,2024,483000
1301,12,20,4,3,2,1061,2343.0,1966,0,1,2022,377000
1303,11,15,1,1,2,723,6257.154658221167,1976,0,0,2024,370000
1304,14,54,1,2,1,1021,6257.154658221167,1966,1,0,2024,429000
1305,17,34,1,2,1,975,6257.154658221167,2017,0,0,2021,317000
1306,11,41,1,1,1,854,6257.154658221167,2001,0,0,2025,442000
1307,15,29,3,4,2,1601,7474.0,1958,1,1,2023,543000
1308,13,35,1,2,2,887,6257.154658221167,2002,1,0,2022,250000
1310,10,11,1,2,1,773,6257.154658221167,2022,1,0,2025,418000
1311,12,49,3,3,3,1161,5352.0,1973,1,0,2024,534000
1312,10,11,1,2,1,723,6257.154658221167,2020,0,0,2023,326000
1314,10,11,3,4,2,1353,6481.0,1976,1,0,2025,571000
1315,7,71,1,3,1,751,6257.154658221167,1995,1,0,2022,430000
1316,6,11,4,2,2,1284,2908.0,1955,0,1,2024,350000
1318,11,52,2,3,2,1725,4244.0,2018,1,1,2025,769000
1319,17,4,4,3,1,1246,4309.0,1964,1,1,2024,303000
1320,24,5,0,4,1,1291,6711.0,2019,1,0,2021,338000
1321,17,53,2,4,2,1817,3912.0,1977,1,1,2024,390000
1323,15,45,3,2,1,1604,4557.0,2000,1,1,2022,516000
1324,22,11,2,4,3,1779,3446.0,1962,1,1,2021,470000
1325,6,11,3,2,1,1326,7356.0,1992,1,1,2021,275000
1326,9,19,1,2,1,626,6257.154658221167,1993,1,0,2025,414000
1327,28,62,3,4,3,1212,7622.0,2006,1,1,2025,330000
1328,15,39,1,2,1,627,6257.154658221167,2002,0,0,2023,334000
1329,17,34,3,6,2,1195,9318.0,2021,1,1,2023,379000
1330,11,16,4,3,1,1215,3867.0,1977,1,1,2023,474000
1331,17,12,4,2,2,1128,2500.0,1915,1,0,2022,224000
1333,12,67,4,3,3,971,2877.0,1982,1,1,2023,399000
1334,2,6,1,1,2,892,6257.154658221167,2004,1,0,2024,489000
1335,3,7,3,5,2,1703,6137.0,1989,1,1,2021,534000
1336,17,53,2,5,3,1879,6311.0,1995,0,1,2025,464000
1337,23,11,1,2,1,755,6257.154658221167,1964,0,0,2024,275000
1338,17,59,3,4,2,1350,8655.0,1952,1,1,2024,348000
1341,4,57,1,2,2,850,6257.154658221167,1980,0,0,2024,604000
1343,24,5,3,3,3,1147,8066.0,1979,1,1,2024,382000
1344,7,71,1,1,2,1017,6257.154658221167,2014,1,0,2025,629000
1346,2,6,1,2,1,714,6257.154658221167,1986,0,0,2022,333000
1347,11,15,1,2,2,796,6257.154658221167,2016,1,0,2023,435000
1348,4,55,3,4,3,1223,9342.0,2019,1,1,2024,506000
1349,15,37,4,4,1,1051,3307.0,1952,1,0,2025,422000
1350,10,11,4,2,2,1171,3617.0,2022,1,1,2024,342000
1352,4,60,3,5,4,1629,8467.0,2018,1,1,2022,636000
1353,15,45,3,5,3,2088,7258.0,1929,0,1,2024,539000
1354,6,11,2,5,3,1551,5013.0,2002,1,0,2023,334000
1355,15,29,3,4,3,1480,8313.0,2000,1,1,2021,586000
1356,28,11,2,4,3,1675,4535.0,1963,0,1,2025,406000
1359,2,6,5,5,4,2274,4378.0,2006,1,1,2022,586000
1360,15,29,3,3,2,1324,6016.0,1946,0,1,2024,447000
1361,12,20,3,4,3,1872,8849.0,1978,1,1,2023,755000
1362,12,31,3,5,3,949,7872.0,1990,1,1,2024,591000
1363,17,32,1,2,2,1001,6257.154658221167,1966,0,0,2021,274000
1365,4,60,3,4,3,1904,3772.0,1962,1,1,2024,765000
1366,13,13,4,3,2,1091,2574.0,2009,1,1,2025,353000
1367,15,0,3,4,1,1454,7211.0,2007,0,1,2024,605000
1368,16,71,1,2,2,790,6257.154658221167,2008,1,0,2025,549000
1369,18,42,3,5,2,1308,3317.0,2004,1,1,2022,426000
1370,12,67,4,3,3,1145,2870.0,2005,1,1,2024,527000
1371,26,33,2,5,3,2102,2919.0,1984,1,1,2023,480000
1372,17,32,3,6,3,1373,4857.0,2009,0,1,2025,436000
1374,12,20,0,4,2,968,7427.0,1996,1,1,2022,496000
1375,26,44,1,2,1,725,6257.154658221167,2020,1,0,2024,334000
1376,25,58,3,5,2,1642,4842.0,1966,1,1,2021,184000
1377,6,11,1,2,1,698,6257.154658221167,2006,0,0,2024,302000
1380,17,32,2,4,3,1756,5155.0,1959,1,1,2024,508000
1381,23,11,0,4,1,842,6861.0,1986,0,1,2024,282000
1382,11,16,3,4,2,935,5883.0,1991,1,1,2025,459000
1383,4,56,2,4,3,1598,4539.0,2013,1,1,2023,582000
1384,6,11,4,3,2,1172,1724.0,1985,1,1,2025,317000
1385,9,19,4,3,3,1013,2079.0,1994,1,1,2024,497000
1386,12,20,4,4,2,1091,2804.0,2008,1,1,2025,501000
1387,27,26,3,3,2,1093,6140.0,2012,0,1,2025,642000
1388,15,39,3,5,3,1949,6027.0,2006,1,1,2024,741000
1389,17,32,3,4,2,1428,9596.0,1918,0,1,2023,307000
1390,18,42,1,2,1,703,6257.154658221167,1989,0,0,2024,456000
1391,13,13,1,2,2,786,6257.154658221167,1994,1,0,2025,373000
1392,11,16,1,2,1,899,6257.154658221167,1995,1,0,2025,480000
1393,10,11,1,1,1,728,6257.154658221167,1965,1,0,2024,396000
1395,24,11,3,6,2,1012,5672.0,1995,1,1,2021,274000
1396,15,37,3,4,3,1360,9048.0,1934,1,1,2021,582000
1397,27,28,3,2,2,2010,9539.0,2016,1,1,2024,736000
1398,17,34,3,4,3,1528,5823.0,1959,1,1,2023,451000
1400,15,0,3,4,3,1348,7587.0,1989,1,1,2024,599000
1401,24,11,1,2,2,652,6257.154658221167,2015,0,0,2023,260000
1402,11,70,4,4,2,1005,4322.0,2017,1,1,2022,355000
1403,13,51,1,2,2,1014,6257.154658221167,1959,1,0,2025,349000
1406,26,33,2,5,3,1932,4096.0,1967,0,1,2021,394000
1407,23,23,1,2,2,702,6257.154658221167,1980,1,0,2025,289000
1408,15,50,4,3,2,1108,3938.0,2011,0,1,2022,393000
1410,17,12,4,2,2,1134,3214.0,1911,0,0,2025,295000
1411,17,4,3,4,2,1422,5679.0,2021,1,1,2022,374000
1412,17,4,3,4,3,1495,7126.0,2001,1,1,2024,514000
1413,26,11,3,3,3,1208,6886.0,1974,1,1,2023,368000
1414,12,31,1,2,1,800,6257.154658221167,2002,0,0,2025,556000
1415,17,4,4,3,1,966,2804.0,1933,1,0,2022,247000
1416,14,54,1,2,2,905,6257.154658221167,2005,1,0,2022,365000
1417,12,49,3,6,2,1465,7152.0,1964,1,0,2024,557000
1419,15,45,4,3,2,1127,2941.0,1953,1,1,2024,440000
1420,2,6,1,2,2,735,6257.154658221167,1986,0,0,2022,303000
1421,4,55,3,4,3,1064,3813.0,2013,1,1,2024,568000
1422,27,61,3,4,1,1092,6366.0,1974,1,1,2021,532000
1423,8,11,3,2,4,1072,5867.0,1982,1,1,2024,326000
1424,17,53,1,2,2,689,6257.154658221167,2002,1,0,2023,268000
1425,17,4,1,1,2,867,6257.154658221167,2021,0,0,2025,357000
1429,15,66,3,4,2,1561,7028.0,1998,0,1,2023,559000
1430,27,28,3,2,2,1548,5432.0,2017,1,1,2022,658000
1431,21,25,1,3,1,822,6257.154658221167,1977,1,0,2025,316000
1432,15,68,4,3,2,1097,2048.0,1959,1,0,2025,549000
1433,17,34,1,3,2,865,6257.154658221167,1957,1,0,2023,319000
1435,14,54,3,3,3,1384,6206.0,1973,1,1,2021,367000
1436,13,51,3,3,3,1869,4970.0,1976,1,0,2022,402000
1438,4,57,4,3,2,1254,1864.0,2009,1,1,2021,453000
1439,14,47,3,4,2,1325,6329.0,2010,1,1,2025,533000
1440,11,17,3,6,3,1571,9257.0,1997,1,0,2023,580000
1441,12,20,1,2,2,678,6257.154658221167,1995,1,0,2024,444000
1444,12,20,3,4,2,1478,6966.0,1990,1,1,2025,723000
1445,11,16,3,4,1,1343,9242.0,2004,1,1,2025,688000
1446,21,14,1,2,2,936,6257.154658221167,2019,0,0,2021,195000
1450,23,23,1,2,2,677,6257.154658221167,1956,1,0,2024,257000
1451,18,42,3,5,2,1864,6303.0,2017,1,1,2021,632000
1452,11,16,3,3,2,1441,8030.0,2021,1,0,2022,514000
1453,15,39,3,3,3,1607,5595.0,1912,1,1,2025,696000
1455,4,56,4,3,2,1006,2323.0,1973,1,1,2022,344000
1456,27,28,1,2,1,665,6257.154658221167,1958,1,0,2024,421000
1457,9,19,3,5,2,1623,7999.0,2022,1,1,2023,617000
1458,3,7,1,2,2,819,6257.154658221167,2021,0,0,2022,369000
1459,25,58,1,2,1,796,6257.154658221167,2013,1,0,2025,203000
1460,17,12,4,2,2,1186,2515.0,1962,1,0,2024,329000
1461,15,69,4,2,1,1032,3798.0,2004,0,1,2021,315000
1462,5,9,3,3,2,1455,7997.0,1979,1,1,2024,527000
1463,15,0,4,2,2,1091,3420.0,1956,0,1,2021,311000
1464,15,39,0,4,1,861,3787.0,1972,0,1,2021,327000
1465,21,25,2,6,3,1940,4303.0,1959,1,0,2023,310000
1466,12,67,3,6,2,1691,8336.0,1998,1,1,2021,545000
1467,11,41,2,6,3,2030,3201.0,1967,0,1,2024,860000
1468,15,27,1,2,2,705,6257.154658221167,1968,1,0,2024,301000
1469,10,11,3,6,2,1362,7117.0,1976,1,1,2022,479000
1470,24,11,1,2,1,541,6257.154658221167,2013,0,0,2024,253000
1472,17,59,4,4,3,859,2843.0,1981,1,1,2021,216000
1473,11,16,4,3,3,1126,2316.0,2006,1,1,2024,482000
1474,13,35,1,1,1,599,6257.154658221167,1964,0,0,2021,167000
1475,2,6,0,4,2,826,5674.0,2011,1,0,2025,488000
1476,3,7,1,3,1,662,6257.154658221167,2023,0,0,2025,412000
1477,24,5,3,3,2,1737,6793.0,1984,1,1,2021,402000
1478,17,59,3,5,2,1582,9555.0,1915,0,1,2025,456000
1479,25,58,1,2,2,664,6257.154658221167,1962,0,0,2024,118000
1481,15,27,3,5,1,1723,5003.0,1943,1,1,2025,696000
1482,2,6,2,6,3,1789,5047.0,2018,1,1,2025,627000
1483,11,52,3,3,2,899,5912.0,1989,1,1,2025,596000
1484,15,45,1,2,2,736,6257.154658221167,1949,0,0,2025,451000
1486,11,17,1,3,1,954,6257.154658221167,1970,0,0,2025,612000
1488,17,34,1,2,2,529,6257.154658221167,2005,1,0,2025,261000
1490,17,53,3,5,3,1179,7377.0,1992,1,1,2023,289000
1491,12,67,1,1,2,868,6257.154658221167,1960,0,0,2023,466000
1494,12,67,4,3,2,944,3225.0,1968,0,1,2024,359000
1495,27,28,5,6,4,2084,6499.0,1972,1,1,2024,861000
1496,17,65,3,5,1,1352,8943.0,1956,1,1,2025,508000
1497,15,45,1,1,1,596,6257.154658221167,2002,1,0,2022,306000
1498,12,31,3,4,2,1859,4142.0,1959,1,1,2022,585000
1499,2,6,3,4,2,1696,5826.0,1986,1,1,2024,569000
1501,23,11,0,3,2,1202,6975.0,1974,1,1,2023,322000
1502,17,12,4,2,3,1230,2609.0,1993,1,1,2023,303000
1503,15,29,0,3,2,853,4903.0,1911,0,1,2021,406000
1504,15,50,3,3,3,2080,7912.0,1987,0,0,2022,624000
1505,12,49,1,2,2,689,6257.154658221167,1981,1,0,2025,562000
1507,17,59,3,3,2,1484,7194.0,2006,0,1,2024,412000
1508,25,58,1,3,2,702,6257.154658221167,2007,1,0,2025,180000
1509,17,34,1,2,2,748,6257.154658221167,1924,1,0,2022,267000
1510,15,37,1,3,1,610,6257.154658221167,2002,1,0,2024,342000
1511,12,20,2,4,4,1715,5571.0,1965,1,1,2025,854000
1512,13,51,1,2,1,722,6257.154658221167,2019,1,0,2023,298000
1513,9,19,3,3,2,1754,6378.0,1992,1,1,2024,541000
1515,4,56,4,3,2,1060,2672.0,1959,0,1,2022,352000
1516,4,60,4,3,2,915,3289.0,2000,1,1,2022,407000
1517,23,23,3,4,2,1305,4534.0,1972,1,1,2024,325000
1519,12,49,4,3,2,965,3266.0,1973,1,1,2022,372000
1520,11,17,3,5,3,1492,5786.0,2021,1,0,2022,519000
1521,15,36,1,2,1,867,6257.154658221167,1933,0,0,2025,436000
1523,8,11,1,2,1,605,6257.154658221167,1984,0,0,2024,212000
1524,6,11,1,3,1,834,6257.154658221167,1960,0,0,2024,275000
1525,25,58,4,3,2,853,2609.0,2009,0,1,2023,141000
1527,4,60,4,3,2,1081,1926.0,1967,1,1,2023,399000
1528,13,35,3,4,2,806,5717.0,2020,1,0,2021,221000
1529,10,11,1,3,2,724,6257.154658221167,1995,0,0,2024,409000
1530,15,0,1,1,1,695,6257.154658221167,2008,0,0,2024,375000
1531,27,61,4,3,2,1131,2862.0,1982,0,1,2024,555000
1532,23,11,1,2,2,923,6257.154658221167,1992,0,0,2025,354000
1533,17,34,3,4,2,1729,5599.0,2020,0,1,2021,397000
1534,18,30,1,2,1,703,6257.154658221167,1993,1,0,2024,502000
1536,19,43,2,5,3,2016,6077.0,1989,1,1,2023,278000
1537,24,5,1,2,2,974,6257.154658221167,1989,1,0,2023,300000
1539,3,7,2,5,4,1381,3937.0,2021,1,1,2024,500000
1540,15,40,4,2,2,879,3022.0,1982,1,1,2023,326000
1541,11,52,3,3,2,1079,5841.0,1997,1,1,2024,544000
1542,15,40,4,2,2,974,2660.0,1999,1,1,2024,399000
1543,11,17,1,2,1,851,6257.154658221167,2000,0,0,2021,406000
1544,11,52,1,2,2,559,6257.154658221167,1996,0,0,2023,362000
1545,27,28,1,2,2,875,6257.154658221167,1984,0,0,2025,666000
1546,12,20,3,4,3,2040,4426.0,1962,1,1,2022,692000
1548,26,18,2,4,3,1955,4736.0,2009,1,1,2024,637000
1549,15,0,4,3,3,984,4019.0,1921,1,1,2022,416000
1550,15,36,2,3,3,1637,4651.0,1983,1,1,2022,686000
1551,26,44,3,3,3,1450,7408.0,2014,1,0,2023,435000
1552,3,7,3,4,2,1782,6382.0,1961,1,1,2024,640000
1553,18,42,3,3,2,1296,5395.0,1970,1,0,2022,462000
1554,11,41,1,2,2,844,6257.154658221167,1976,0,0,2025,629000
1555,22,11,2,4,4,1862,5282.0,1993,1,1,2024,746000
1556,11,17,2,6,3,1530,7066.0,2014,0,0,2025,712000
1557,8,48,3,4,1,1767,9486.0,1982,1,1,2022,401000
1558,26,11,1,1,1,943,6257.154658221167,2006,1,0,2024,318000
1559,12,67,4,3,3,1129,2611.0,2023,1,1,2025,642000
1561,28,10,2,4,4,1907,7009.0,2020,1,1,2024,313000
1562,12,49,4,2,2,1229,2385.0,2014,0,1,2023,465000
1563,10,11,3,3,3,1606,6012.0,1970,1,0,2024,486000
1565,13,35,1,3,2,821,6257.154658221167,1992,1,0,2025,391000
1566,8,48,1,2,1,684,6257.154658221167,1991,1,0,2025,326000
1567,2,6,3,5,2,1456,7671.0,2003,0,1,2025,621000
1568,26,11,4,3,3,1145,3266.0,1978,1,0,2024,353000
1569,24,5,3,2,4,1169,7243.0,2000,1,1,2022,337000
1570,11,70,2,5,4,1883,5176.0,1991,1,1,2024,631000
1571,2,6,3,3,3,869,5047.0,2002,1,1,2025,380000
1573,17,65,4,3,2,919,3132.0,1996,1,1,2022,262000
1574,26,11,1,2,2,740,6257.154658221167,1962,0,0,2024,257000
1575,15,39,1,2,2,701,6257.154658221167,1912,0,0,2021,324000
1576,15,40,4,3,2,892,2722.0,2019,1,1,2021,359000
1577,4,60,3,3,4,1452,6294.0,1960,1,1,2023,551000
1579,21,24,3,4,2,1494,5362.0,1965,1,1,2024,311000
1580,21,25,3,3,3,1383,6093.0,1998,1,0,2024,343000
1582,17,34,1,1,1,872,6257.154658221167,1973,1,0,2025,424000
1583,17,53,4,3,1,989,3482.0,1956,0,1,2023,247000
1584,11,17,4,3,2,907,2434.0,1975,1,1,2022,416000
1585,4,56,4,3,3,1303,3400.0,2009,1,1,2023,466000
1586,15,27,2,5,3,1797,3594.0,1988,0,0,2021,684000
1587,26,44,1,2,1,842,6257.154658221167,1991,1,0,2024,355000
1588,12,49,3,3,3,1576,4893.0,2015,0,1,2024,663000
1589,15,50,4,3,2,1013,2185.0,1916,0,1,2023,349000
1592,17,65,1,3,1,612,6257.154658221167,1985,0,0,2022,225000
1593,15,0,1,2,2,896,6257.154658221167,2019,0,0,2021,398000
1594,11,17,1,2,1,575,6257.154658221167,2020,0,0,2022,365000
1595,28,10,4,2,2,889,2106.0,2007,1,1,2023,221000
1596,8,48,1,2,2,864,6257.154658221167,1961,1,0,2023,246000
1597,23,23,3,3,1,1880,8550.0,1960,0,1,2023,439000
1598,5,9,2,3,3,1877,2675.0,1986,1,1,2021,480000
1599,11,17,4,4,3,943,2697.0,1955,0,1,2021,346000
1600,28,11,3,3,3,2053,6281.0,1972,1,1,2024,495000
1601,17,34,1,2,2,821,6257.154658221167,1999,0,0,2023,335000
1602,14,47,1,2,1,779,6257.154658221167,1987,1,0,2025,435000
1603,15,36,2,4,3,1626,4354.0,1996,0,1,2025,791000
1604,11,15,1,2,2,960,6257.154658221167,1967,1,0,2023,405000
1605,4,57,4,3,3,998,2366.0,1960,0,1,2023,415000
1606,12,67,3,6,3,1859,7851.0,2000,1,1,2025,778000
1607,15,50,3,4,3,1303,8017.0,2007,1,0,2022,466000
1609,18,30,1,2,1,632,6257.154658221167,2004,0,0,2023,336000
1610,12,20,2,5,3,1458,5276.0,1971,1,1,2022,471000
1611,4,56,4,3,1,1096,2602.0,1961,1,0,2023,429000
1612,12,67,3,3,1,1096,5110.0,1966,1,1,2024,555000
1613,4,56,3,5,3,1147,4507.0,1984,1,1,2025,630000
1614,6,11,2,4,4,1724,4447.0,2019,0,1,2025,488000
1615,2,6,3,2,2,1032,5883.0,2020,1,1,2021,442000
1616,11,70,1,2,1,790,6257.154658221167,1976,1,0,2022,391000
1617,13,13,2,4,3,1514,5287.0,2018,0,0,2023,322000
1618,14,54,2,4,4,1877,6947.0,2003,1,0,2021,423000
1619,24,11,4,3,2,897,3033.0,2010,1,1,2023,286000
1621,17,32,3,2,3,2029,8622.0,2018,1,1,2024,557000
1622,8,48,2,5,3,2012,6163.0,1971,1,1,2023,398000
1623,26,11,1,1,2,592,6257.154658221167,2015,1,0,2022,245000
1625,17,4,1,2,2,734,6257.154658221167,1921,1,0,2021,244000
1626,15,68,3,3,2,1687,5072.0,2009,1,1,2021,540000
1627,17,63,5,6,3,2529,4861.0,1960,1,0,2025,692000
1628,11,16,3,5,2,1284,8387.0,1965,0,1,2022,631000
1629,11,17,1,2,1,941,6257.154658221167,1977,1,0,2022,419000
1631,27,61,4,3,2,853,2295.0,1989,0,1,2024,411000
1632,15,27,3,4,2,1004,5397.0,1999,0,1,2022,427000
